;index;Category;Image_link;Discount_icon_text;Item_name;Item_discount_time;Discount_shop_size;Item_price_euro;Item_price_cents;Discount_text_decorator;Discount_facilitator
310;310;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf218c163.png;;"
        Karoliukų girlianda ELEMENTS SENSE, 2 spalvų, 1 vnt.
    ";"
             Iki 12.18
                ";0;0;99;;AČIŪ
311;311;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf2208402.png;;"
        Kalėdų eglutės žaisliukų rinkinys ELEMENTS SENSE, 2 rūšių, 1 pak. (20 vnt.)
    ";"
             Iki 12.18
                ";0;1;69;;AČIŪ
312;312;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf219a83f.png;;"
        Stikliniai Kalėdų eglutės žaisliukai ELEMENTS SENSE, 1 pak. (6 vnt.)
    ";"
             Iki 12.18
                ";0;1;99;;AČIŪ
313;313;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21aa3b2.png;;"
        Kalėdų eglutės žaisliukai, 4 vnt.
    ";"
             Iki 12.18
                ";0;1;59;;AČIŪ
314;314;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf217bb69.png;;"
        Kalėdų eglutės žaisliukų rinkinys, 2 spalvų, 24 vnt., 6 cm
    ";"
             Iki 12.18
                ";0;4;89;;AČIŪ
315;315;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21eb5ec.png;;"
        Dovanų juostelė, 10 m
    ";"
             Iki 12.18
                ";0;0;16;;AČIŪ
316;316;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf2145729.png;;"
        Kaspinas, priklijuojamas, 7,5 cm
    ";"
             Iki 12.18
                ";0;0;39;;AČIŪ
317;317;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf20e391a.png;;"
        Kalėdinis dovanų maišelis, 30 x 42 x 12 cm
    ";"
             Iki 12.18
                        , nuo 
                
        ";2;0;89;;AČIŪ
318;318;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf2134aac.png;;"
        Dovanų pakavimo popierius, 200 cm x 70 cm
    ";"
             Iki 12.18
                ";0;0;55;;AČIŪ
319;319;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21589c5.png;;"
        Elektrinė girlianda ELEMENTS SENSE, su baterijomis, 20 LED, 1 vnt.
    ";"
             Iki 12.18
                ";0;1;29;;AČIŪ
320;320;Augalai ir jų priežiūros prekės;https://offers.maxima.lt/media/MarketingOffer/656def54a9c3b.png;;"
        Alstremerijų puokštė, 1 puokštė – 7 vnt.
    ";"
             Iki 12.11
                ";0;3;89;;
321;321;Augalai ir jų priežiūros prekės;https://offers.maxima.lt/media/MarketingOffer/656def556bad3.png;;"
        Žydintis kaktusas ŠLUMBERGERA, 1 vaz.
    ";"
             Iki 12.11
                ";0;2;49;;
322;322;Augalai ir jų priežiūros prekės;https://offers.maxima.lt/media/MarketingOffer/656def546f520.png;;"
        Kalėdinė kompozicija, 2 rūšių, 1 vaz.
    ";"
             Iki 12.11
                ";0;1;99;;
